Date/Time,Electricity:Facility [J](Zone Timestep),Gas:Facility [J](Zone Timestep)
 01/22  07:00:00,4673695.3036435805,62434906.062497415
 01/22  08:00:00,5736883.115496732,60410878.39254123
 01/22  09:00:00,5430293.125447219,56096444.5636849
 01/22  10:00:00,4712360.085619866,54564463.861441925
 01/22  11:00:00,4640614.683876557,52953111.75900206
 01/22  12:00:00,4438774.317138643,45120529.43707131
 01/22  13:00:00,4076187.1270224224,37652101.29657573
 01/22  14:00:00,3848071.255519437,32103008.03280358
 01/22  15:00:00,3805717.109079121,29880252.078890476
 01/22  16:00:00,4025573.7988934317,29848539.24674785
 01/22  17:00:00,5206259.048722442,34944053.25576725
 01/22  18:00:00,7321059.590295004,43367608.54477911
 01/22  19:00:00,8690992.04967227,49102979.11742471
 01/22  20:00:00,8886652.49942271,55703205.39213228
 01/22  21:00:00,8418479.436384061,58571145.572549656
 01/22  22:00:00,8024379.948936057,63182926.02190324
 01/22  23:00:00,6914667.595443508,64250734.48346592
 01/22  24:00:00,5752937.608778732,64434466.835172474
 01/23  01:00:00,4588385.847937236,65875872.87844243
 01/23  02:00:00,4146604.9296238874,64836443.214963906
 01/23  03:00:00,3902758.412888965,63053928.00408526
 01/23  04:00:00,3848150.417894263,63024917.672177635
 01/23  05:00:00,3860632.4323072815,64731433.277796544
 01/23  06:00:00,3973625.744229948,63882258.480178334
 01/23  07:00:00,4699073.610190218,64221135.98029392
 01/23  08:00:00,5543416.939183993,57600872.51503749
 01/23  09:00:00,5112014.79883511,51180932.22666053
 01/23  10:00:00,4192806.9004536862,45677431.24861176
 01/23  11:00:00,3896284.7026838395,38763442.55349994
 01/23  12:00:00,3689334.348910942,30913435.67818649
 01/23  13:00:00,3301507.5450427285,22307625.250131752
 01/23  14:00:00,3069336.5709098554,16216055.153339854
 01/23  15:00:00,3040119.0228435122,13654763.878943319
 01/23  16:00:00,3143281.0992239285,10836974.456198512
 01/23  17:00:00,4194256.4015461593,12176760.35552016
 01/23  18:00:00,6263902.00478671,19391716.882016547
 01/23  19:00:00,7600631.647389268,24198836.97618151
 01/23  20:00:00,7755128.464082405,29799761.012437433
 01/23  21:00:00,7316788.094336915,33441071.35054487
 01/23  22:00:00,6837741.878380471,35875068.53935991
 01/23  23:00:00,5730136.040471267,36258174.48693481
 01/23  24:00:00,4664190.187343858,37631584.92966639
 01/24  01:00:00,3535209.2903545504,38385081.20938215
 01/24  02:00:00,3127976.138993421,38247032.44600407
 01/24  03:00:00,2977489.7502384963,38901345.918253645
 01/24  04:00:00,2955887.3440283,39733851.270804614
 01/24  05:00:00,2908557.6749473927,39879158.25556681
 01/24  06:00:00,3182877.695485812,43241715.753713995
 01/24  07:00:00,4112411.434545798,48909149.935241364
 01/24  08:00:00,5217780.009743108,49103531.5288573
 01/24  09:00:00,5071233.926635072,50119630.510127604
 01/24  10:00:00,4418367.301058314,51568426.30943801
 01/24  11:00:00,4472837.784511794,53816236.19362224
 01/24  12:00:00,4450589.387230059,50787212.19366945
 01/24  13:00:00,4306679.981230225,48548177.746697456
 01/24  14:00:00,4199771.651637337,45726159.03436433
 01/24  15:00:00,4212284.478213005,44253988.62158407
 01/24  16:00:00,4459523.656139179,45197053.767784595
 01/24  17:00:00,5555477.760612563,47711060.777999304
 01/24  18:00:00,7461132.8407531455,50645601.126538515
 01/24  19:00:00,8619457.742508985,50796161.33649408
 01/24  20:00:00,8641944.259951677,52951433.430701144
 01/24  21:00:00,8117815.595636988,54353337.35194743
 01/24  22:00:00,7582192.682376748,55310236.77210541
 01/24  23:00:00,6524438.505925855,56994248.90249356
 01/24  24:00:00,5449542.457998445,58133521.817702256
 01/25  01:00:00,4362106.214306948,59970904.58819803
 01/25  02:00:00,4000316.8322012634,61018680.41243317
 01/25  03:00:00,3875277.4791313936,62337068.50836482
 01/25  04:00:00,3882166.8946081754,63913268.19092804
 01/25  05:00:00,3879893.2029172992,65234807.39472264
 01/25  06:00:00,4077520.154421244,66595879.53215535
 01/25  07:00:00,4924969.695526574,70121740.96504979
 01/25  08:00:00,5842927.357706811,65424931.83187483
 01/25  09:00:00,5345408.121775741,57279636.72437606
 01/25  10:00:00,4225394.895114526,46534072.5889797
 01/25  11:00:00,4005774.4853453613,41626770.451173216
 01/25  12:00:00,3896235.8198467633,36318780.605476394
 01/25  13:00:00,3760114.480192204,34282720.38151458
 01/25  14:00:00,3757416.3213046608,34180722.04206943
 01/25  15:00:00,3789298.0750392503,33213965.267783962
 01/25  16:00:00,4027372.960500411,33917738.88279729
 01/25  17:00:00,5106349.27814671,35988672.84407408
 01/25  18:00:00,7098765.143935862,41188289.78179972
 01/25  19:00:00,8297455.670149306,42392960.204248965
 01/25  20:00:00,8351086.300452957,45361481.82144538
 01/25  21:00:00,7863699.526175061,47722457.305528946
 01/25  22:00:00,7277373.561358846,47355579.697940305
 01/25  23:00:00,6237130.83832567,49496327.61519968
 01/25  24:00:00,5070642.676153744,48244242.051806346
 01/26  01:00:00,3848256.8261961797,46558405.51587631
 01/26  02:00:00,3262080.030149608,41748464.3890654
 01/26  03:00:00,3037330.7690450344,40463875.47378507
 01/26  04:00:00,2970868.3285336974,40125280.20729437
 01/26  05:00:00,2910328.528759282,39925957.26026109
 01/26  06:00:00,3196289.699137606,43593344.88101555
 01/26  07:00:00,4127612.171075764,49309666.352018826
 01/26  08:00:00,5090394.66681358,45783810.493717775
 01/26  09:00:00,4763460.765533222,42091654.129645355
 01/26  10:00:00,3742710.512518006,33937057.186673656
 01/26  11:00:00,3495796.1277703387,28316948.464715272
 01/26  12:00:00,3410010.2289423603,23628629.973489575
 01/26  13:00:00,3309342.3174985074,22517718.878400292
 01/26  14:00:00,3369716.744678709,24061916.608714573
 01/26  15:00:00,3523901.8309001843,26287540.227731105
 01/26  16:00:00,3697408.6749867355,25305789.37982024
 01/26  17:00:00,4959294.840478577,32151428.55161906
 01/26  18:00:00,6900620.481845076,36017701.83656408
 01/26  19:00:00,8311989.776673346,42774452.51075196
 01/26  20:00:00,8338713.881182933,45040880.61181498
 01/26  21:00:00,7708713.343111875,43679103.57849151
 01/26  22:00:00,7285350.151380646,47565911.05467028
 01/26  23:00:00,6249772.610466228,49828076.03417925
 01/26  24:00:00,5089060.667198335,48726314.413798094
 01/27  01:00:00,4084441.929056404,52724454.315930285
 01/27  02:00:00,3696974.423089856,53101155.38940368
 01/27  03:00:00,3540698.2803341825,53603786.169387475
 01/27  04:00:00,3562557.680947149,55570664.336672835
 01/27  05:00:00,3536991.267068995,56284359.549809285
 01/27  06:00:00,3752431.427066075,58111341.947411835
 01/27  07:00:00,4607734.331391867,61844297.49879425
 01/27  08:00:00,5603221.275818393,59172964.055199906
 01/27  09:00:00,5172998.473013736,52784834.65974262
 01/27  10:00:00,4114742.0868391334,43651048.93302033
 01/27  11:00:00,3806259.0074086194,36423457.80147011
 01/27  12:00:00,3512129.330671521,26296277.67027331
 01/27  13:00:00,3525836.6700830767,28170681.238990553
 01/27  14:00:00,3439093.881363939,25874372.32551213
 01/27  15:00:00,3482182.189605942,25199806.09091275
 01/27  16:00:00,3700676.3716721074,25392322.162563328
 01/27  17:00:00,4869733.634584783,29814891.910478614
 01/27  18:00:00,6882734.918550307,35552435.518926784
 01/27  19:00:00,8180704.438390631,39349427.53293359
 01/27  20:00:00,8278953.432321304,43483161.29583318
 01/27  21:00:00,7830747.323350112,46866836.07826622
 01/27  22:00:00,7322186.694659161,48529482.39240812
 01/27  23:00:00,6272891.863873677,50433234.67520937
 01/27  24:00:00,5166423.428960748,50746990.24057625
 01/28  01:00:00,4068440.1465855455,51619353.330633886
 01/28  02:00:00,3709934.250715767,53026199.29575741
 01/28  03:00:00,3574414.913259503,54210235.96599959
 01/28  04:00:00,3669714.6556205237,58220784.55879752
 01/28  05:00:00,3757401.7108936342,61757387.09402297
 01/28  06:00:00,4029390.63255062,64901218.725976005
 01/28  07:00:00,4930617.200584341,69152652.8469072
 01/28  08:00:00,5980920.503816713,66797600.842773296
 01/28  09:00:00,5606689.140830519,60719023.21053989
 01/28  10:00:00,4560148.252081445,50608264.86184404
 01/28  11:00:00,4251893.865933955,42821114.20091295
 01/28  12:00:00,3974255.271626365,33007706.637127068
 01/28  13:00:00,3682131.2347062356,27376719.780171387
 01/28  14:00:00,3528920.524350451,23781517.539554548
 01/28  15:00:00,3404110.3631039844,19405289.341461025
 01/28  16:00:00,3553652.3721180116,17537697.944742605
 01/28  17:00:00,4609661.746215532,19379357.08587187
 01/28  18:00:00,6763153.006191187,28814688.475697618
 01/28  19:00:00,8143164.92140168,34815643.357685566
 01/28  20:00:00,8340865.626944158,41470741.92609776
 01/28  21:00:00,8072813.076465302,49562411.46913135
 01/28  22:00:00,7715836.0849138,55141825.23666401
 01/28  23:00:00,6629810.18679687,56825715.509151116
 01/28  24:00:00,5598556.995124608,60412554.93151424
 01/29  01:00:00,4543460.193254762,64019777.9489296
 01/29  02:00:00,4151063.4634936717,64541613.18886161
 01/29  03:00:00,4114126.247773959,68298831.35351555
 01/29  04:00:00,4120603.1699150526,69990743.86797549
 01/29  05:00:00,4041788.9450614336,69181144.02546498
 01/29  06:00:00,4246874.606294828,70578947.55630857
 01/29  07:00:00,5073192.999063497,72875928.19913161
 01/29  08:00:00,6128710.5686303,70657711.53631404
 01/29  09:00:00,5568522.800193636,59725221.6736442
 01/29  10:00:00,4438070.431691697,47423944.964594975
 01/29  11:00:00,4073573.625735599,38168381.37338041
 01/29  12:00:00,3766088.7865536525,27575574.536209982
 01/29  13:00:00,3455161.2874982874,21453488.833730202
 01/29  14:00:00,3295302.7107646787,17684560.488721043
 01/29  15:00:00,3264551.2161488947,15763452.638749864
 01/29  16:00:00,3521114.153148541,16689434.057785617
 01/29  17:00:00,4684084.907531199,21323255.43493234
 01/29  18:00:00,6769028.431415,28969494.220197923
 01/29  19:00:00,8172225.3618608825,35576001.41786055
 01/29  20:00:00,8315408.377431236,40808220.046928994
 01/29  21:00:00,7893314.883887548,44878839.735581905
 01/29  22:00:00,7415309.746036664,47298795.13616333
 01/29  23:00:00,6365908.950224973,49938430.16467871
 01/29  24:00:00,5309689.766424991,52873182.17453793
 01/30  01:00:00,4172496.188324419,55025058.79603368
 01/30  02:00:00,3804373.338425674,55905694.38302969
 01/30  03:00:00,3686564.4788025324,57411992.05138773
 01/30  04:00:00,3625622.959661766,57217358.254403636
 01/30  05:00:00,3608851.9138491517,58160877.924184985
 01/30  06:00:00,3725466.491423922,57409344.056217045
 01/30  07:00:00,4518283.55010364,59513916.4092898
 01/30  08:00:00,5500152.000814495,56489282.89564167
 01/30  09:00:00,5213286.734071365,53843933.76224093
 01/30  10:00:00,4410729.380131469,51384427.814252146
 01/30  11:00:00,4300014.970354935,49318451.09416028
 01/30  12:00:00,4199120.378518902,44234482.20377511
 01/30  13:00:00,4020723.07597722,41093483.00028866
 01/30  14:00:00,3883049.708724014,37467124.637301095
 01/30  15:00:00,3838433.8292560778,34502721.28097269
 01/30  16:00:00,3943758.1180738783,31740927.04759974
 01/30  17:00:00,4829833.62789259,28776919.940858204
 01/30  18:00:00,6754417.448935658,32207197.645834696
 01/30  19:00:00,7988975.932523336,34349951.2013404
 01/30  20:00:00,8212020.8499381095,41741977.36778761
 01/30  21:00:00,7736248.445904733,44406029.91587626
 01/30  22:00:00,7175523.309272734,44706406.35888463
 01/30  23:00:00,6096091.471445868,45822558.80232531
 01/30  24:00:00,4967981.054304617,45570218.72739096
 01/31  01:00:00,3959548.342992668,49466965.97290569
 01/31  02:00:00,3679008.353121958,52633524.58104461
 01/31  03:00:00,3611673.9902721695,55457255.35143923
 01/31  04:00:00,3629289.552749302,57313202.849059545
 01/31  05:00:00,3705341.6341965036,60679803.3540287
 01/31  06:00:00,3886793.308714395,61621105.45790169
 01/31  07:00:00,4782828.429518102,66420833.39757797
 01/31  08:00:00,5751149.888151099,63043214.29921699
 01/31  09:00:00,5248408.303181861,54762905.257136025
 01/31  10:00:00,4144384.2827397664,44433921.52749409
 01/31  11:00:00,3850966.8265162273,37598495.14778424
 01/31  12:00:00,3606495.5798576763,28766394.24429405
 01/31  13:00:00,3252304.054198727,21036306.96559623
 01/31  14:00:00,3053894.2396626794,15824340.461612448
 01/31  15:00:00,3041417.6749381362,13698758.688443828
 01/31  16:00:00,3242218.3306653006,13429189.854099985
 01/31  17:00:00,4346462.793627944,16160250.409451827
 01/31  18:00:00,6468148.379004266,24735808.710296836
 01/31  19:00:00,7889255.068253923,31748440.712575406
 01/31  20:00:00,8080881.99042669,38320536.749657415
 01/31  21:00:00,7688049.285463631,43149595.906171516
 01/31  22:00:00,7266025.939902678,47070417.496437855
 01/31  23:00:00,6298398.769905249,51104810.544485785
 01/31  24:00:00,5335017.85794444,55152169.06829239
 02/01  01:00:00,4343214.792699637,59281050.82573453
 02/01  02:00:00,4091907.532091144,63226112.967410564
 02/01  03:00:00,4078475.1207760577,67456366.60812247
 02/01  04:00:00,4196487.280037425,71938008.58191796
 02/01  05:00:00,4213727.120124246,73785233.43433227
 02/01  06:00:00,4329776.644028015,73143432.81534325
 02/01  07:00:00,5132537.4025133485,77325667.39751366
 02/01  08:00:00,5996134.652319191,74959912.85048951
 02/01  09:00:00,5429361.167836294,66690825.11154025
 02/01  10:00:00,4478057.643668599,57046761.01394157
 02/01  11:00:00,4264810.402846094,51641302.54264029
 02/01  12:00:00,4044578.0378692555,43409230.78653999
 02/01  13:00:00,3681562.761042695,35461498.16888608
 02/01  14:00:00,3497444.8411543136,30698587.723079473
 02/01  15:00:00,3468270.0127427825,28741274.399843846
 02/01  16:00:00,3584678.785367309,28797205.23221837
 02/01  17:00:00,4460814.522577089,31654713.732204814
 02/01  18:00:00,6362387.231796312,41507651.29462747
 02/01  19:00:00,7750915.622327127,46306875.970268875
 02/01  20:00:00,8523413.558688551,53911990.21622451
 02/01  21:00:00,8363713.860743122,58314033.9441138
 02/01  22:00:00,7793440.396958679,60489574.82975313
 02/01  23:00:00,6712532.8202660605,61618360.02741153
 02/01  24:00:00,5681429.7576013785,63943587.17182138
 02/02  01:00:00,4578367.458016415,65420925.83494706
 02/02  02:00:00,4153866.643970045,64843918.57836657
 02/02  03:00:00,4025922.3674790883,66084717.16633607
 02/02  04:00:00,3882500.086393093,63741921.355225965
 02/02  05:00:00,3761459.1240021205,61979594.0589172
 02/02  06:00:00,3791485.4931843095,59092574.19406647
 02/02  07:00:00,4421428.791079499,58764331.51353862
 02/02  08:00:00,5389716.055585327,59131917.469062015
 02/02  09:00:00,4811479.640995647,50563770.85783642
 02/02  10:00:00,3906712.5134892357,42134377.12633331
 02/02  11:00:00,3566570.6447615037,33416298.302361052
 02/02  12:00:00,3341649.488317925,25061603.248108067
 02/02  13:00:00,3107264.030301994,20471370.631953146
 02/02  14:00:00,2883956.303932706,14685322.523642346
 02/02  15:00:00,2867092.136203469,13049250.252390787
 02/02  16:00:00,2957783.328668926,12433817.228707839
 02/02  17:00:00,3838395.7865025187,15408249.593711717
 02/02  18:00:00,5664886.380029119,23301462.84076774
 02/02  19:00:00,7089910.909421204,29053624.204918254
 02/02  20:00:00,7782167.468470158,34564318.90205526
 02/02  21:00:00,7588536.455629594,38080619.53136054
 02/02  22:00:00,7023912.13539841,40403478.37534158
 02/02  23:00:00,6026448.955838293,43710231.114058115
 02/02  24:00:00,4889898.356803205,43282608.79751541
 02/03  01:00:00,3884826.5240083947,47317509.949509926
 02/03  02:00:00,3471941.7723703193,47043477.781393014
 02/03  03:00:00,3289573.944449142,46863517.69595439
 02/03  04:00:00,3112230.9256855114,43635242.42044073
 02/03  05:00:00,3084702.718965619,44313986.90145451
 02/03  06:00:00,3269586.0447718655,45469568.75414781
 02/03  07:00:00,4044732.634705894,48932276.59308799
 02/03  08:00:00,4958949.397501348,47888931.73205881
 02/03  09:00:00,4694114.515733729,47501834.227497526
 02/03  10:00:00,4007425.5938860076,44764973.96612202
 02/03  11:00:00,3928622.545524959,42868578.06878329
 02/03  12:00:00,3760508.977575377,35996553.39015138
 02/03  13:00:00,3594643.369099604,33194756.20214083
 02/03  14:00:00,3572654.870343575,32663725.54550995
 02/03  15:00:00,3659008.6714068665,33721908.43903822
 02/03  16:00:00,3774830.981851899,33762449.41961804
 02/03  17:00:00,4575965.650073053,34662287.1351929
 02/03  18:00:00,6360062.538137097,41449044.802402176
 02/03  19:00:00,7664509.073659362,44053923.90176034
 02/03  20:00:00,8300987.86444942,48108773.000919595
 02/03  21:00:00,8103457.7609143695,51523282.46088002
 02/03  22:00:00,7588729.124182791,55148462.91500221
 02/03  23:00:00,6520836.794174561,56616550.81503765
 02/03  24:00:00,5393261.408249443,56422946.86042451
 02/04  01:00:00,4274499.939018153,56801700.031576395
 02/04  02:00:00,3928740.516627449,58554168.34480116
 02/04  03:00:00,3769179.9625012125,59109199.37928525
 02/04  04:00:00,3785564.1391373253,61064525.20238203
 02/04  05:00:00,3807802.725000983,62908913.58668147
 02/04  06:00:00,4119967.337665536,67227534.43270762
 02/04  07:00:00,4948787.297231661,71410633.4836663
 02/04  08:00:00,5837495.125218634,68586478.0185559
 02/04  09:00:00,5499298.541080412,65132266.58289327
 02/04  10:00:00,4647602.383897178,56805387.47601045
 02/04  11:00:00,4312316.818403739,47648471.454531744
 02/04  12:00:00,4016212.6359086153,37318861.22494864
 02/04  13:00:00,3698694.4706312795,31036406.026257467
 02/04  14:00:00,3428587.2706316076,24464829.173217453
 02/04  15:00:00,3250686.8600336695,19306185.03325328
 02/04  16:00:00,3233660.857019232,15618723.8124514
 02/04  17:00:00,4035747.978560799,16913430.72015526
 02/04  18:00:00,5843006.129799601,24335168.862527456
 02/04  19:00:00,7219194.778230226,28874989.543304257
 02/04  20:00:00,7962174.586653255,35635123.867007345
 02/04  21:00:00,7778013.53954808,39403944.03382066
 02/04  22:00:00,7233506.366661215,42211785.03809994
 02/04  23:00:00,6133303.662636392,43575540.722846225
 02/04  24:00:00,4912309.323580525,42253230.57092786
 02/05  01:00:00,3761539.971471689,43412020.70715504
